2017/6/12 23:25:46,18,0,35.46356475,139.4874351
2017/6/12 23:25:47,18,0,35.46339065,139.4872349
2017/6/12 23:25:48,18,0,35.46318779,139.4869857
2017/6/12 23:25:49,18,0,35.46318779,139.4869857
2017/6/12 23:25:51,18,0,35.46287193,139.4865896
2017/6/12 23:25:52,18,0,35.46277599,139.4864413
2017/6/12 23:25:55,18,0,35.46261529,139.486222
2017/6/12 23:25:56,18,0,35.46239148,139.4858994
2017/6/12 23:25:57,18,0,35.46230164,139.4857772
2017/6/12 23:25:58,18,0,35.46222082,139.4856572
2017/6/12 23:25:59,18,0,35.46222082,139.4856572
2017/6/12 23:26:00,18,0,35.46222082,139.4856572
2017/6/12 23:26:01,18,0,35.46222082,139.4856572
2017/6/12 23:26:02,18,0,35.46222082,139.4856572
2017/6/12 23:26:03,18,0,35.46222082,139.4856572
2017/6/12 23:26:06,18,0,35.46222082,139.4856572
2017/6/12 23:26:07,18,0,35.46222082,139.4856572
2017/6/12 23:26:08,18,0,35.46222082,139.4856572
2017/6/12 23:26:09,18,0,35.46222082,139.4856572
2017/6/12 23:26:10,18,0,35.46222082,139.4856572
2017/6/12 23:26:11,18,0,35.46222082,139.4856572
2017/6/12 23:26:12,18,0,35.46222082,139.4856572
2017/6/12 23:26:13,18,0,35.46222082,139.4856572
2017/6/12 23:26:14,18,0,35.46222082,139.4856572
2017/6/12 23:26:15,18,0,35.46222082,139.4856572
2017/6/12 23:26:16,18,0,35.46047765,139.4832792
2017/6/12 23:26:17,18,0,35.46047765,139.4832792
2017/6/12 23:26:18,18,0,35.46047765,139.4832792
2017/6/12 23:26:19,18,0,35.46047765,139.4832792
2017/6/12 23:26:20,18,0,35.46047765,139.4832792
2017/6/12 23:26:21,18,0,35.46047765,139.4832792
2017/6/12 23:26:23,18,0,35.46047765,139.4832792
2017/6/12 23:26:24,18,0,35.46047765,139.4832792
2017/6/12 23:26:25,18,0,35.46047765,139.4832792
2017/6/12 23:26:26,18,0,35.46047765,139.4832792
2017/6/12 23:26:27,18,0,35.46047765,139.4832792
2017/6/12 23:26:28,18,0,35.46047765,139.4832792
